2023-07-25 15:13:08,748: 'c'
2023-07-25 15:13:08,848: 'e'
2023-07-25 15:13:08,939: 'l'
2023-07-25 15:13:09,108: 'e'
2023-07-25 15:13:09,158: 'a'
2023-07-25 15:13:09,281: 'r'
2023-07-25 15:13:09,773: Key.ctrl_l
2023-07-25 15:13:12,279: Key.alt_l
2023-07-25 15:13:12,352: Key.tab
2023-07-25 15:13:15,549: Key.tab
2023-07-25 15:13:15,995: Key.tab
2023-07-25 15:13:37,352: Key.enter
2023-07-25 15:13:37,567: Key.enter
2023-07-25 15:13:37,749: Key.enter
2023-07-25 15:13:38,300: Key.alt_l
2023-07-25 15:13:38,378: Key.tab
2023-07-25 15:13:48,761: 'b'
2023-07-25 15:13:48,769: 'v'
2023-07-25 15:13:48,770: 'n'
2023-07-25 15:13:49,083: 'b'
2023-07-25 15:13:49,093: 'v'
2023-07-25 15:13:49,276: 'n'
2023-07-25 15:13:49,457: 'b'
2023-07-25 15:13:50,411: 'v'
2023-07-25 15:13:50,657: 'v'
2023-07-25 15:13:50,926: 'b'
2023-07-25 15:13:51,031: 'n'
2023-07-25 15:13:51,216: 'n'
2023-07-25 15:13:51,418: 'n'
2023-07-25 15:13:51,605: 'n'
2023-07-25 15:13:51,868: 'v'
2023-07-25 15:13:52,475: 'b'
2023-07-25 15:13:52,694: 'n'
2023-07-25 15:13:52,917: 'v'
2023-07-25 15:13:53,246: 'n'
2023-07-25 15:13:53,749: 'n'
2023-07-25 15:13:53,780: 'n'
2023-07-25 15:13:53,827: 'n'
2023-07-25 15:13:53,858: 'n'
2023-07-25 15:13:53,890: 'n'
2023-07-25 15:13:53,920: 'n'
2023-07-25 15:13:53,952: 'n'
2023-07-25 15:13:53,983: 'n'
2023-07-25 15:13:54,014: 'n'
2023-07-25 15:13:54,045: 'n'
2023-07-25 15:13:54,076: 'n'
2023-07-25 15:13:54,123: 'n'
2023-07-25 15:13:54,155: 'n'
2023-07-25 15:13:54,186: 'n'
2023-07-25 15:13:54,218: 'n'
2023-07-25 15:13:54,249: 'n'
2023-07-25 15:13:54,280: 'n'
2023-07-25 15:13:54,310: 'n'
2023-07-25 15:13:54,341: 'n'
2023-07-25 15:13:54,388: 'n'
2023-07-25 15:13:54,419: 'n'
2023-07-25 15:13:54,449: 'n'
2023-07-25 15:13:54,481: 'n'
2023-07-25 15:13:55,671: Key.ctrl_l
2023-07-25 15:13:55,671: Key.shift
2023-07-25 15:13:55,821: Key.esc
2023-07-25 15:17:44,336: 'd'
2023-07-25 15:17:44,404: 'f'
2023-07-25 15:17:44,458: 'g'
2023-07-25 15:17:44,783: 'd'
2023-07-25 15:17:44,837: 'f'
2023-07-25 15:17:44,943: 'g'
2023-07-25 15:17:45,239: 'd'
2023-07-25 15:17:45,421: 'd'
2023-07-25 15:17:45,584: 'd'
2023-07-25 15:17:45,612: 'f'
2023-07-25 15:17:45,771: 'g'
2023-07-25 15:17:45,909: 'g'
2023-07-25 15:17:46,247: 'd'
